trade_id,counterparty_id,legal_entity,product,asset_class,notional,mtm,collateral,margining,maturity_years,add_on_factor,counterparty_type,rating,credit_limit
T0002689,CP0018,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,6961250.986019505,111452.17307106823,0.0,Unmargined,2.3288594824714735,0.005,Bank,A,82699446.80257703
T0002690,CP0051,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,943475.40718211,71746.33432424754,11784.032367999487,Margined,3.4654546034912452,0.005,Sovereign,AA,57819318.95821542
T0002691,CP0077,JPM_EMEA_FR,Securities Financing,SFT,5113161.706382289,49785.07118315646,0.0,Unmargined,5.958091946909451,0.03,Hedge Fund,BBB,97919762.89770965
T0002692,CP0050,JPM_EMEA_UK,Equity Option,Equity,3767412.4892408326,-252147.24020012532,47246.63173408665,Margined,5.446171041907468,0.08,Sovereign,A,143876921.35906684
T0002693,CP0036,JPM_EMEA_FR,Equity Option,Equity,13674351.730631277,556623.6193288261,357627.9651047407,Margined,1.5521571339442815,0.08,Bank,AA,107391212.09517552
T0002694,CP0002,JPM_EMEA_UK,Securities Financing,SFT,2329924.5500281467,-16625.112454235434,9234.662574191349,Margined,0.40069396799572565,0.03,Sovereign,BBB,104480058.20212659
T0002695,CP0013,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3141362.8799627353,221206.56783348857,21082.221151110214,Margined,0.9700089960517143,0.005,Sovereign,BBB,95537948.16105135
T0002696,CP0019,JPM_EMEA_UK,Securities Financing,SFT,11531804.516688209,593684.4635787746,150653.24664210074,Margined,3.5478632750299215,0.03,CCP,AA,121755579.54253721
T0002697,CP0017,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3648297.311394747,-64517.797313562805,50894.23812259554,Margined,0.6746493586952841,0.005,Corporate,A,144612697.7213879
T0002698,CP0057,JPM_EMEA_UK,Equity Option,Equity,1319764.062157703,33345.94726836719,0.0,Margined,1.7858164536854628,0.08,Corporate,A,76562617.80039492
T0002699,CP0055,JPM_EMEA_DE,FX Forward,FX,51312153.49798474,-1066699.1199255236,863151.7002361794,Margined,5.758366513698781,0.04,Asset Manager,A,41399016.28566236
T0002700,CP0031,JPM_EMEA_CH,FX Forward,FX,1360295.0133206157,128.1111213766799,0.0,Unmargined,2.8435740489394195,0.04,Asset Manager,AA,127417950.14526652
T0002701,CP0080,JPM_EMEA_CH,Securities Financing,SFT,3749394.197393357,88708.67391626594,0.0,Margined,6.97321813695869,0.03,Sovereign,A,60342077.47701232
T0002702,CP0032,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,5657502.368342857,220388.04555859766,0.0,Unmargined,5.304080140014532,0.005,Hedge Fund,A,136500900.33916968
T0002703,CP0036,JPM_EMEA_UK,Securities Financing,SFT,5227388.748642007,163785.61071735356,0.0,Unmargined,1.8911819662581684,0.03,Bank,AA,107391212.09517552
T0002704,CP0043,JPM_EMEA_UK,FX Forward,FX,3308684.429676321,8684.095962399624,0.0,Unmargined,0.10261388169576396,0.04,Sovereign,BBB,49927818.8163345
T0002705,CP0046,JPM_EMEA_DE,Equity Option,Equity,3325213.859192433,289027.0449779925,4306.796116652404,Margined,3.7140919521513602,0.08,CCP,AA,68219896.90211704
T0002706,CP0016,JPM_EMEA_FR,Securities Financing,SFT,3162498.863961568,-40403.181733764846,48479.55615552953,Margined,4.955697641160812,0.03,Sovereign,BBB,22964503.233860675
T0002707,CP0025,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,1310436.7813630833,-73714.71879830597,0.0,Unmargined,3.3142971682014557,0.005,Sovereign,A,81553622.137404
T0002708,CP0056,JPM_EMEA_CH,Securities Financing,SFT,34346962.112973,-1700671.8082831497,0.0,Unmargined,6.350207390341716,0.03,Bank,A,25838380.52100277
T0002709,CP0068,JPM_EMEA_CH,Equity Option,Equity,3210104.3468052847,165610.15175916135,0.0,Unmargined,5.387258943297436,0.08,Asset Manager,AA,32280666.847996987
T0002710,CP0034,JPM_EMEA_DE,Equity Option,Equity,7266141.108136291,-19493.982618513986,103795.1421551129,Margined,3.665870402999356,0.08,Corporate,AA,92024698.66007642
T0002711,CP0010,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2862345.8143247413,15934.714732723365,29891.161514647843,Margined,0.18152119944892675,0.005,Bank,AA,96393794.38310257
T0002712,CP0069,JPM_EMEA_DE,FX Forward,FX,2805356.677835516,-53269.05463008403,8954.417200001943,Margined,2.4008160183971303,0.04,Bank,AA,117082649.47537337
T0002713,CP0047,JPM_EMEA_UK,Equity Option,Equity,2536666.1980042406,-40192.42769468394,37616.19933523785,Margined,3.48613654964255,0.08,Asset Manager,BBB,127872666.6072137
T0002714,CP0035,JPM_EMEA_CH,FX Forward,FX,849122.8301498607,-23391.93727669773,0.0,Unmargined,1.7891286728133295,0.04,CCP,AAA,34114846.34760766
T0002715,CP0047,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,3406458.610484556,56173.4510716779,22659.94030623323,Margined,5.871680853791225,0.005,Asset Manager,BBB,127872666.6072137
T0002716,CP0066,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,2662556.381071043,-9074.783228930271,0.0,Margined,3.0000745447541486,0.005,Hedge Fund,BBB,106015964.21180893
T0002717,CP0001,JPM_EMEA_CH,Securities Financing,SFT,12907633.367858721,196521.147540661,0.0,Margined,1.4664134584029782,0.03,Bank,A,95932735.95865563
T0002718,CP0029,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1208759.0363465978,14360.472543739217,8067.885458299264,Margined,5.464740797742755,0.005,Corporate,AAA,77058489.83965607
T0002719,CP0076,JPM_EMEA_CH,Equity Option,Equity,2245991.751015918,-33478.20429354067,24157.824938495898,Margined,4.277572279348837,0.08,Asset Manager,BBB,43304880.06050608
T0002720,CP0025,JPM_EMEA_CH,Securities Financing,SFT,1628816.85326734,-83160.1759404635,12821.97377174857,Margined,1.4196952055607268,0.03,Sovereign,A,81553622.137404
T0002721,CP0078,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,16925557.456622344,-915723.1957478757,110587.24693196174,Margined,3.7525850344245675,0.005,Hedge Fund,BBB,133693065.30887038
T0002722,CP0023,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,1676797.8220404934,177627.89789603878,27739.59538629645,Margined,4.876922600140344,0.005,Hedge Fund,A,141917439.14674777
T0002723,CP0038,JPM_EMEA_UK,Equity Option,Equity,7018813.634672248,363125.83741450694,0.0,Unmargined,3.1666116113260827,0.08,Sovereign,BBB,105724942.50994723
T0002724,CP0006,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,10553481.806492304,495025.73179726047,143493.0244357123,Margined,2.1515552145022454,0.005,CCP,BBB,84218806.50178745
T0002725,CP0059,JPM_EMEA_DE,Equity Option,Equity,3456205.9794617943,-81605.30280328076,64050.071452802425,Margined,4.843197330734283,0.08,Sovereign,AA,135918044.6131388
T0002726,CP0020,JPM_EMEA_CH,Equity Option,Equity,1009528.4697234897,336.0121440676192,0.0,Unmargined,4.826499294782328,0.08,Asset Manager,AA,30754899.989917014
T0002727,CP0068,JPM_EMEA_CH,Equity Option,Equity,1022387.4222212529,-29176.58322179134,3316.1403082550696,Margined,0.16771512849764986,0.08,Asset Manager,AA,32280666.847996987
T0002728,CP0011,JPM_EMEA_DE,FX Forward,FX,9450412.826694475,-433990.11116411636,73914.80308247125,Margined,1.6771708976519812,0.04,Corporate,AA,42177085.909795195
T0002729,CP0010,JPM_EMEA_DE,Equity Option,Equity,1133942.322841241,-23367.232466278296,8243.281966708564,Margined,4.541896588218509,0.08,Bank,AA,96393794.38310257
T0002730,CP0038,JPM_EMEA_UK,Equity Option,Equity,5919908.378549616,274781.2716779648,0.0,Unmargined,1.6078062499076278,0.08,Sovereign,BBB,105724942.50994723
T0002731,CP0007,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,4484573.835050716,131963.4636056572,34241.74325151611,Margined,6.7404512194674755,0.005,Bank,A,62881957.60326209
T0002732,CP0027,JPM_EMEA_DE,Equity Option,Equity,5832389.886457583,-198019.43539135339,0.0,Unmargined,1.1813970097139337,0.08,Asset Manager,A,63103969.654531784
T0002733,CP0056,JPM_EMEA_CH,Securities Financing,SFT,6410127.547661779,-70630.38624461768,117990.11166988537,Margined,5.2501016258068125,0.03,Bank,A,25838380.52100277
T0002734,CP0041,JPM_EMEA_CH,Equity Option,Equity,1572432.1749924899,41228.08825049289,25475.71405562503,Margined,6.9883422568018805,0.08,Bank,BBB,34006322.97426655
T0002735,CP0045,JPM_EMEA_DE,FX Forward,FX,1507972.7243259067,-30135.325160948458,19683.48404575498,Margined,2.4587203443614336,0.04,Bank,AAA,92130821.02089284
T0002736,CP0008,JPM_EMEA_FR,FX Forward,FX,8176150.944734481,22774.820280694916,0.0,Unmargined,4.241735283749712,0.04,Sovereign,AA,38788144.55258609
T0002737,CP0055,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,2131763.8818210047,29982.535577916045,7500.945566286235,Margined,0.7846981900704898,0.005,Asset Manager,A,41399016.28566236
T0002738,CP0008,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,255673.4765407116,3498.270064658876,1094.6360822244171,Margined,4.371673261237584,0.005,Sovereign,AA,38788144.55258609
T0002739,CP0046,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,7652632.13813112,68070.85136956163,0.0,Unmargined,6.91328332053873,0.005,CCP,AA,68219896.90211704
T0002740,CP0064,JPM_EMEA_DE,Securities Financing,SFT,1419114.4822629527,-32468.489421519283,17342.769858236923,Margined,6.81137122661456,0.03,CCP,BB,61070776.73800309
T0002741,CP0059,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,6381672.683075067,-123064.88159830819,42314.15005660957,Margined,2.9118584183937046,0.005,Sovereign,AA,135918044.6131388
T0002742,CP0029,JPM_EMEA_FR,Commodity Future,Commodity,16104781.418846145,-639001.4072486471,264366.3808148833,Margined,5.753312163844029,0.15,Corporate,AAA,77058489.83965607
T0002743,CP0013,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,4067614.9421404307,-222282.06201041688,34543.26118570946,Margined,5.7948679304764115,0.005,Sovereign,BBB,95537948.16105135
T0002744,CP0067,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,10827185.99272612,-43484.20890489881,57381.87740764626,Margined,2.324503024914446,0.005,CCP,A,68575504.7535823
T0002745,CP0018,JPM_EMEA_DE,FX Forward,FX,4665019.627360695,133275.34930748938,0.0,Unmargined,5.76809607173305,0.04,Bank,A,82699446.80257703
T0002746,CP0040,JPM_EMEA_DE,FX Forward,FX,19564636.751729954,-945165.3279750542,285103.6125905585,Margined,1.1787118395863219,0.04,Corporate,BBB,119924173.94929542
T0002747,CP0019,JPM_EMEA_FR,Commodity Future,Commodity,1382906.235336339,13212.374048279838,18871.863092991178,Margined,6.8532104158136065,0.15,CCP,AA,121755579.54253721
T0002748,CP0003,JPM_EMEA_FR,Securities Financing,SFT,3967274.6813014224,108949.66414551648,95746.10453801666,Margined,6.055981990684871,0.03,Corporate,BBB,30977761.748185582
T0002749,CP0034,JPM_EMEA_UK,Securities Financing,SFT,7841702.49813104,-504109.1924178796,75902.08141952482,Margined,3.598623053594469,0.03,Corporate,AA,92024698.66007642
T0002750,CP0045,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,3306474.7912649238,-31313.435530759813,31553.042218369374,Margined,2.7279882957153587,0.005,Bank,AAA,92130821.02089284
T0002751,CP0061,JPM_EMEA_UK,Commodity Future,Commodity,12660834.841300542,729483.8411723704,297745.716991604,Margined,6.624342995228809,0.15,CCP,BBB,135803023.8142082
T0002752,CP0059,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2596734.8310858817,50163.55629304467,51636.52484704678,Margined,0.5443265719410453,0.005,Sovereign,AA,135918044.6131388
T0002753,CP0067,JPM_EMEA_DE,Securities Financing,SFT,31679364.68939527,-2073921.2956360783,416874.66593494,Margined,3.513807500404558,0.03,CCP,A,68575504.7535823
T0002754,CP0066,JPM_EMEA_FR,FX Forward,FX,33397861.313152418,769549.5521909402,0.0,Margined,3.4342809580762794,0.04,Hedge Fund,BBB,106015964.21180893
T0002755,CP0033,JPM_EMEA_FR,FX Forward,FX,5303496.697956024,-138796.68666955578,29196.607119000844,Margined,2.7002066500859505,0.04,Bank,BBB,38232381.569819406
T0002756,CP0028,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,6951069.561480724,168186.2895792962,24796.144649472,Margined,0.8327616760644846,0.005,Sovereign,A,87687412.32129991
T0002757,CP0049,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,13170319.784511918,-318100.91402575886,0.0,Unmargined,1.7971001520052932,0.005,Sovereign,AA,61228056.066952996
T0002758,CP0039,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,1220300.283105809,-2265.042742539991,9680.972949354757,Margined,6.882671796950146,0.005,Hedge Fund,A,114509299.85729474
T0002759,CP0024,JPM_EMEA_FR,Securities Financing,SFT,1077123.8065077139,-20265.00395623267,26737.701835277665,Margined,5.665262150248746,0.03,CCP,BBB,94324646.8088898
T0002760,CP0003,JPM_EMEA_DE,Commodity Future,Commodity,14051276.910750084,1552.9512812139924,0.0,Unmargined,5.876067941502693,0.15,Corporate,BBB,30977761.748185582
T0002761,CP0039,JPM_EMEA_CH,Securities Financing,SFT,5260798.566712175,-104452.13540423494,14252.988254943513,Margined,3.591244586431004,0.03,Hedge Fund,A,114509299.85729474
T0002762,CP0038,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,3189260.638411212,-24952.26002392738,0.0,Unmargined,4.649686745928278,0.005,Sovereign,BBB,105724942.50994723
T0002763,CP0076,JPM_EMEA_CH,Equity Option,Equity,4044741.587324094,-166425.64635832398,65409.4916527782,Margined,3.5597912186052962,0.08,Asset Manager,BBB,43304880.06050608
T0002764,CP0066,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,367972.4855100496,6319.223080234462,0.0,Margined,4.7576478632071515,0.005,Hedge Fund,BBB,106015964.21180893
T0002765,CP0022,JPM_EMEA_FR,FX Forward,FX,3305977.0143348793,20282.110475539845,0.0,Margined,6.051105549092804,0.04,Asset Manager,A,83791909.26608771
T0002766,CP0009,JPM_EMEA_DE,FX Forward,FX,1883718.2609035433,-106578.19114943335,18632.178407557803,Margined,1.7360331897130503,0.04,Hedge Fund,BBB,33442385.803931713
T0002767,CP0064,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,10017824.884882389,348140.28295148123,0.0,Unmargined,6.658708235651934,0.005,CCP,BB,61070776.73800309
T0002768,CP0039,JPM_EMEA_UK,Equity Option,Equity,10819230.358419903,-66755.5015721241,293223.7233312554,Margined,6.399602126312086,0.08,Hedge Fund,A,114509299.85729474
T0002769,CP0004,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,7120476.129079676,40313.884834318356,0.0,Unmargined,2.9640744947995654,0.005,Asset Manager,A,74054962.28217925
T0002770,CP0061,JPM_EMEA_FR,FX Forward,FX,5940260.632391986,158959.34604867682,0.0,Unmargined,6.838858799825269,0.04,CCP,BBB,135803023.8142082
T0002771,CP0028,JPM_EMEA_DE,Equity Option,Equity,894891.86646353,10280.945952119513,4747.467521435403,Margined,6.183542828454658,0.08,Sovereign,A,87687412.32129991
T0002772,CP0014,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,7220595.5894550765,294471.12753806636,123224.16577932061,Margined,0.3285378923331407,0.005,Sovereign,BBB,65093074.58952882
T0002773,CP0053,JPM_EMEA_DE,Securities Financing,SFT,7505921.982519376,-77050.8657623633,0.0,Unmargined,0.342693459952707,0.03,Asset Manager,A,53275461.77378836
T0002774,CP0063,JPM_EMEA_FR,FX Forward,FX,13894415.751073673,503047.7185078258,0.0,Unmargined,4.965627825302134,0.04,Asset Manager,AA,87451586.85023838
T0002775,CP0063,JPM_EMEA_FR,Commodity Future,Commodity,33264946.122593872,143117.82759753405,391461.72293108935,Margined,5.4965201794390035,0.15,Asset Manager,AA,87451586.85023838
T0002776,CP0022,JPM_EMEA_FR,Equity Option,Equity,736190.5366408661,13080.02231215476,0.0,Unmargined,1.7783740919916937,0.08,Asset Manager,A,83791909.26608771
T0002777,CP0048,JPM_EMEA_CH,Equity Option,Equity,2712355.7439587526,38317.50668437004,32726.13446128901,Margined,3.5162197095602776,0.08,CCP,A,125072691.36835924
T0002778,CP0038,JPM_EMEA_CH,Equity Option,Equity,1904134.7843476825,82688.12196459094,0.0,Unmargined,3.797776494851317,0.08,Sovereign,BBB,105724942.50994723
T0002779,CP0070,JPM_EMEA_DE,Securities Financing,SFT,4753121.449604433,120013.62193711536,41807.806106576085,Margined,3.1468905363963113,0.03,Asset Manager,BBB,54119867.06997241
T0002780,CP0016,JPM_EMEA_UK,Equity Option,Equity,4053968.2626073533,-62849.04217345206,0.0,Margined,0.5304008828285972,0.08,Sovereign,BBB,22964503.233860675
T0002781,CP0066,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,3165187.476236294,-71040.56458069854,28866.275475398503,Margined,1.5713279096691404,0.005,Hedge Fund,BBB,106015964.21180893
T0002782,CP0028,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,11177454.098517597,-19464.364533323933,109179.06876684958,Margined,5.710849637057545,0.005,Sovereign,A,87687412.32129991
T0002783,CP0050,JPM_EMEA_CH,Equity Option,Equity,1329602.6656114245,-35372.15157679183,0.0,Margined,0.5579538484936792,0.08,Sovereign,A,143876921.35906684
T0002784,CP0041,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,1412234.0649727448,-52007.95843641048,19568.33697642027,Margined,4.373877532262419,0.005,Bank,BBB,34006322.97426655
T0002785,CP0028,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1436298.1724045062,-106978.1255351786,0.0,Unmargined,4.457399489755946,0.005,Sovereign,A,87687412.32129991
T0002786,CP0019,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,2789791.2540406627,-151274.18922005087,74987.19225068748,Margined,6.697606422151611,0.005,CCP,AA,121755579.54253721
T0002787,CP0030,JPM_EMEA_CH,FX Forward,FX,1170819.7508278554,81359.3543353022,1570.0509569756305,Margined,6.912786116710808,0.04,Asset Manager,A,22809570.384442955
T0002788,CP0049,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,3810356.949643288,-87552.51010167813,67992.66269631547,Margined,6.61804555529453,0.005,Sovereign,AA,61228056.066952996
T0002789,CP0050,JPM_EMEA_UK,Equity Option,Equity,3389912.6920020045,225839.74801799742,66898.87342368384,Margined,3.8121839751820352,0.08,Sovereign,A,143876921.35906684
T0002790,CP0050,JPM_EMEA_FR,Commodity Future,Commodity,1821716.6068134254,25705.170121342697,29433.41591482275,Margined,0.3403412693822973,0.15,Sovereign,A,143876921.35906684
T0002791,CP0053,JPM_EMEA_FR,Commodity Future,Commodity,9583670.065007122,-16690.25618567705,37813.203419377256,Margined,1.9772392529838605,0.15,Asset Manager,A,53275461.77378836
T0002792,CP0005,JPM_EMEA_DE,FX Forward,FX,3768940.1432833034,-197949.18024013579,0.0,Unmargined,3.3546940274696087,0.04,Asset Manager,BBB,25409842.60204602
T0002793,CP0032,JPM_EMEA_DE,FX Forward,FX,11576089.550227765,1891.6643651151346,0.0,Unmargined,0.32188290366264416,0.04,Hedge Fund,A,136500900.33916968
T0002794,CP0026,JPM_EMEA_FR,Equity Option,Equity,3291174.5591187165,217962.74762581394,0.0,Unmargined,0.3078264595276212,0.08,Corporate,A,54706836.20194616
T0002795,CP0032,JPM_EMEA_FR,FX Forward,FX,3904381.8468071725,212856.3019540575,0.0,Unmargined,2.301960237282499,0.04,Hedge Fund,A,136500900.33916968
T0002796,CP0031,JPM_EMEA_UK,Equity Option,Equity,2278487.7524491875,21869.729399686,0.0,Unmargined,2.7420458323670323,0.08,Asset Manager,AA,127417950.14526652
T0002797,CP0015,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,3971912.9124774067,-159684.37501423596,0.0,Unmargined,4.086868379949487,0.005,Sovereign,BBB,96819013.89258417
T0002798,CP0078,JPM_EMEA_DE,Securities Financing,SFT,8154139.131705644,-273170.07890230295,0.0,Margined,6.533360664141537,0.03,Hedge Fund,BBB,133693065.30887038
T0002799,CP0001,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2651061.5080032474,-79109.56963193497,0.0,Unmargined,2.768679681420323,0.005,Bank,A,95932735.95865563
T0002800,CP0048,JPM_EMEA_DE,Commodity Future,Commodity,6717434.58629127,300507.2740496684,106418.85343853218,Margined,0.3842295197802475,0.15,CCP,A,125072691.36835924
T0002801,CP0037,JPM_EMEA_UK,Equity Option,Equity,1774550.9412489755,101344.98625131957,26149.23116907181,Margined,3.8033031823596573,0.08,CCP,AA,56560391.89907108
T0002802,CP0057,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,8544988.12309524,58586.5681869116,125387.28177779092,Margined,2.537839012050772,0.005,Corporate,A,76562617.80039492
T0002803,CP0067,JPM_EMEA_CH,Commodity Future,Commodity,2239804.3847297383,-23759.431094369535,53647.59777751003,Margined,6.312669853669224,0.15,CCP,A,68575504.7535823
T0002804,CP0052,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,9374321.860394618,508133.8732495083,28888.617316183125,Margined,3.0489115791553068,0.005,Hedge Fund,BBB,86957426.80012289
T0002805,CP0062,JPM_EMEA_UK,Commodity Future,Commodity,4251495.925831356,-145614.0497739802,36606.796575947265,Margined,2.286492072716016,0.15,Sovereign,BBB,136148063.1607222
T0002806,CP0022,JPM_EMEA_FR,Equity Option,Equity,18306351.836433455,33204.3623935468,445950.64464616677,Margined,5.080967784069288,0.08,Asset Manager,A,83791909.26608771
T0002807,CP0080,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,1261405.574918803,20439.57624888708,0.0,Unmargined,3.4781079893926887,0.005,Sovereign,A,60342077.47701232
T0002808,CP0007,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,914038.6587546489,-27602.15884146745,10575.833501025454,Margined,3.907938604803293,0.005,Bank,A,62881957.60326209
T0002809,CP0054,JPM_EMEA_CH,Commodity Future,Commodity,2159932.810893234,-48073.61970938481,47154.290041118606,Margined,1.106868537354322,0.15,Asset Manager,A,141685664.10636523
T0002810,CP0012,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1001684.830820819,-25022.90371906483,21748.711273294695,Margined,2.6575893156460335,0.005,CCP,AAA,140265615.38898364
T0002811,CP0019,JPM_EMEA_DE,Securities Financing,SFT,1003565.80911616,49762.25217341969,17342.55148400492,Margined,0.37264721806761886,0.03,CCP,AA,121755579.54253721
T0002812,CP0067,JPM_EMEA_UK,Commodity Future,Commodity,7447252.121345055,498987.1517783935,0.0,Unmargined,5.29640765704657,0.15,CCP,A,68575504.7535823
T0002813,CP0055,JPM_EMEA_DE,Equity Option,Equity,3983319.7023813156,16003.937158212359,14626.013094975388,Margined,1.7567925564547489,0.08,Asset Manager,A,41399016.28566236
T0002814,CP0051,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,2475923.318460401,-23243.10289363084,56910.12912133062,Margined,0.8875845379582032,0.005,Sovereign,AA,57819318.95821542
T0002815,CP0067,JPM_EMEA_DE,Equity Option,Equity,2716465.980953844,-57030.675596932546,0.0,Unmargined,4.147108613984218,0.08,CCP,A,68575504.7535823
T0002816,CP0023,JPM_EMEA_DE,Securities Financing,SFT,2201318.935347938,134.5467502841779,6332.525034863855,Margined,4.077036100314713,0.03,Hedge Fund,A,141917439.14674777
T0002817,CP0052,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,20835609.725705694,-401247.1986435919,314680.0688654682,Margined,2.2447931080317742,0.005,Hedge Fund,BBB,86957426.80012289
T0002818,CP0017,JPM_EMEA_FR,FX Forward,FX,1917052.1228139745,-6510.421122948062,15443.549589025944,Margined,6.738340686703316,0.04,Corporate,A,144612697.7213879
T0002819,CP0039,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,1066263.4809109108,15421.527389898194,14558.306905418354,Margined,4.466873108517485,0.005,Hedge Fund,A,114509299.85729474
T0002820,CP0033,JPM_EMEA_CH,FX Forward,FX,8867074.999250604,-125787.90916612075,0.0,Unmargined,6.488437512151568,0.04,Bank,BBB,38232381.569819406
T0002821,CP0050,JPM_EMEA_CH,Commodity Future,Commodity,3223728.9153211555,-21391.318180707436,84541.89723536684,Margined,2.1391399989938957,0.15,Sovereign,A,143876921.35906684
T0002822,CP0006,JPM_EMEA_FR,FX Forward,FX,30724735.59671015,-199431.4006674708,475305.4128670867,Margined,3.885031261978985,0.04,CCP,BBB,84218806.50178745
T0002823,CP0003,JPM_EMEA_UK,Equity Option,Equity,2363370.3681199374,-26268.200407055134,0.0,Unmargined,2.923969065580746,0.08,Corporate,BBB,30977761.748185582
T0002824,CP0003,JPM_EMEA_FR,FX Forward,FX,9321080.364122437,-144016.98983837696,162297.75335838177,Margined,2.9223192949784673,0.04,Corporate,BBB,30977761.748185582
T0002825,CP0022,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,11804628.398398995,314910.6682466873,63107.14677457239,Margined,0.38198288761210336,0.005,Asset Manager,A,83791909.26608771
T0002826,CP0047,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,2374907.593947,-147186.7054732098,45848.17104172651,Margined,1.5764728944730952,0.005,Asset Manager,BBB,127872666.6072137
T0002827,CP0013,JPM_EMEA_CH,Securities Financing,SFT,1902889.6385189344,104848.82911378937,23818.51405028618,Margined,6.0918118721124905,0.03,Sovereign,BBB,95537948.16105135
T0002828,CP0080,JPM_EMEA_CH,Equity Option,Equity,8395206.532311724,39822.9242180876,127643.66288276373,Margined,5.956494344373331,0.08,Sovereign,A,60342077.47701232
T0002829,CP0034,JPM_EMEA_CH,FX Forward,FX,7107753.845276334,151754.9169991505,0.0,Margined,0.7804311687037613,0.04,Corporate,AA,92024698.66007642
T0002830,CP0025,JPM_EMEA_UK,Commodity Future,Commodity,975977.5063657433,24768.086235159433,0.0,Margined,0.17612893146681563,0.15,Sovereign,A,81553622.137404
T0002831,CP0072,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1294155.9735844412,-32071.864706166096,0.0,Margined,0.7592180990054546,0.005,Hedge Fund,AA,51326174.75073902
T0002832,CP0015,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,316593.8224683401,-10131.809464259653,0.0,Unmargined,4.489669734166808,0.005,Sovereign,BBB,96819013.89258417
T0002833,CP0016,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,7254929.835511524,-262116.44310310163,20420.896585659837,Margined,1.716769194856135,0.005,Sovereign,BBB,22964503.233860675
T0002834,CP0031,JPM_EMEA_UK,Securities Financing,SFT,3078576.0479396163,-26621.620159467315,0.0,Unmargined,5.350238273893266,0.03,Asset Manager,AA,127417950.14526652
T0002835,CP0006,JPM_EMEA_DE,Equity Option,Equity,3401253.159862339,83236.02582849782,23348.710483265546,Margined,0.09051255610218645,0.08,CCP,BBB,84218806.50178745
T0002836,CP0055,JPM_EMEA_CH,Equity Option,Equity,737013.0083201872,-15058.407222287962,7428.9136557385245,Margined,5.024619467634368,0.08,Asset Manager,A,41399016.28566236
T0002837,CP0063,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1334013.4208240453,28384.61384295016,0.0,Unmargined,6.210415883935552,0.005,Asset Manager,AA,87451586.85023838
T0002838,CP0029,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,2480190.6905019237,-205551.365700153,62377.35991727077,Margined,0.3614049976112367,0.005,Corporate,AAA,77058489.83965607
T0002839,CP0070,JPM_EMEA_DE,Equity Option,Equity,2042079.723747082,-27557.563785344362,34053.81182774254,Margined,6.078394823265245,0.08,Asset Manager,BBB,54119867.06997241
